#    Z                A               B               C                     sigma_A      sigma_B      sigma_C  
  1.2800e-02 	  2.9557e-03 	  8.2043e+00 	  4.3715e-01    	  4.9873e-04   1.6852e-01   1.0065e-02 
  1.2900e-02 	  2.9439e-03 	  8.2111e+00 	  4.3691e-01    	  4.9746e-04   1.6877e-01   1.0068e-02 
  1.3000e-02 	  2.9327e-03 	  8.2176e+00 	  4.3667e-01    	  4.9629e-04   1.6899e-01   1.0072e-02 
  1.3100e-02 	  2.9213e-03 	  8.2241e+00 	  4.3643e-01    	  4.9490e-04   1.6918e-01   1.0073e-02 
  1.3200e-02 	  2.9096e-03 	  8.2308e+00 	  4.3620e-01    	  4.9383e-04   1.6951e-01   1.0081e-02 
  1.3300e-02 	  2.8975e-03 	  8.2376e+00 	  4.3594e-01    	  4.9256e-04   1.6975e-01   1.0085e-02 
  1.3400e-02 	  2.8900e-03 	  8.2427e+00 	  4.3577e-01    	  4.9179e-04   1.6994e-01   1.0089e-02 
  1.3500e-02 	  2.8744e-03 	  8.2507e+00 	  4.3545e-01    	  4.9013e-04   1.7026e-01   1.0094e-02 
  1.3600e-02 	  2.8601e-03 	  8.2582e+00 	  4.3514e-01    	  4.8852e-04   1.7054e-01   1.0097e-02 
  1.3700e-02 	  2.8896e-03 	  8.2504e+00 	  4.3557e-01    	  5.0026e-04   1.7287e-01   1.0260e-02 
  1.3800e-02 	  2.8774e-03 	  8.2571e+00 	  4.3531e-01    	  4.9909e-04   1.7315e-01   1.0266e-02 
  1.3900e-02 	  2.8653e-03 	  8.2638e+00 	  4.3505e-01    	  4.9808e-04   1.7356e-01   1.0278e-02 
  1.4000e-02 	  2.8927e-03 	  8.2567e+00 	  4.3572e-01    	  5.0426e-04   1.7403e-01   1.0336e-02 
  1.4100e-02 	  2.9106e-03 	  8.2527e+00 	  4.3618e-01    	  5.0763e-04   1.7410e-01   1.0361e-02 
  1.4200e-02 	  2.9262e-03 	  8.2495e+00 	  4.3658e-01    	  5.1073e-04   1.7422e-01   1.0386e-02 
  1.4300e-02 	  2.9388e-03 	  8.2474e+00 	  4.3693e-01    	  5.1354e-04   1.7445e-01   1.0414e-02 
  1.4400e-02 	  2.9603e-03 	  8.2422e+00 	  4.3746e-01    	  5.1745e-04   1.7448e-01   1.0440e-02 
